row_number,prompt,ground_truth_path,final_template_path,success,failure_reason,error_message,failed_at_stage,total_iterations,highest_feedback_level,coverage_percentage,accuracy_percentage,checkov_pass_user_intent,checkov_validation_details,checkov_pass_security,checkov_pass_security_percentage,checkov_security_details
135,"We need a CloudFormation template that creates a CloudFront distribution which fronts a regional API Gateway REST API with a mock backend. The solution should define an API Gateway with a `/hello` GET endpoint returning a static ""hello world"" JSON response.  Configure CloudFront to route requests to the API Gateway¡¯s production stage, disabling caching to ensure real-time responses. Ensure the CloudFront distribution uses HTTPS for origin communication and enforces HTTPS redirection for end users.  ",groud_truth\template\cloudfront-demo-api.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_135_update_1_template_20250414_122711.yaml,TRUE,,,,1,,100,83.33333333,,,FALSE,22.22,"{'total_checks': 9, 'passed_checks': 2, 'failed_checks': 7, 'pass_percentage': 22.22, 'failed_check_details': [{'id': 'CKV_AWS_59', 'name': 'Ensure there is no open access to back-end resources through API', 'resource': 'AWS::ApiGateway::Method.HelloMethod'}, {'id': 'CKV_AWS_76', 'name': 'Ensure API Gateway has Access Logging enabled', 'resource': 'AWS::ApiGateway::Stage.ProdStage'}, {'id': 'CKV_AWS_120', 'name': 'Ensure API Gateway caching is enabled', 'resource': 'AWS::ApiGateway::Stage.ProdStage'}, {'id': 'CKV_AWS_73', 'name': 'Ensure API Gateway has X-Ray Tracing enabled', 'resource': 'AWS::ApiGateway::Stage.ProdStage'}, {'id': 'CKV_AWS_86', 'name': 'Ensure CloudFront Distribution has Access Logging enabled', 'resource': 'AWS::CloudFront::Distribution.CloudFrontDistribution'}, {'id': 'CKV_AWS_174', 'name': 'Verify CloudFront Distribution Viewer Certificate is using TLS v1.2', 'resource': 'AWS::CloudFront::Distribution.CloudFrontDistribution'}, {'id': 'CKV_AWS_68', 'name': 'CloudFront Distribution should have WAF enabled', 'resource': 'AWS::CloudFront::Distribution.CloudFrontDistribution'}]}"
136,"We need a CloudFormation template that creates an IAM role with configurable permission boundaries which enforces governance controls for developer-created IAM resources. The solution should create a role with broad IAM privileges but conditionally apply permission boundaries to limit unintended escalation of permissions. Allow developers to create/modify roles and policies only if they adhere to naming prefixes (e.g., `MyTeam*`), mandatory `Owner` tags, and include a permission boundary policy. Provide a toggle parameter to enable/disable strict boundary enforcement, switching between permissive and restricted IAM policies. Define a default permission boundary policy that restricts actions to S3 and read-only IAM operations, overriding any permissions of roles created by developers. Ensure all developer-managed IAM resources are tagged with a team-specific `Owner` tag for accountability and resource tracking. ",groud_truth\template\permission-boundary-demo.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_136_update_9_template_20250414_123428.yaml,TRUE,,,,9,moderate,60,100,,,FALSE,78.95,"{'total_checks': 19, 'passed_checks': 15, 'failed_checks': 4, 'pass_percentage': 78.95, 'failed_check_details': [{'id': 'CKV_AWS_108', 'name': 'Ensure IAM policies does not allow data exfiltration', 'resource': 'AWS::IAM::ManagedPolicy.PermissionBoundaryPolicy'}, {'id': 'CKV_AWS_109', 'name': 'Ensure IAM policies does not allow permissions management without constraints', 'resource': 'AWS::IAM::ManagedPolicy.PermissionBoundaryPolicy'}, {'id': 'CKV_AWS_111', 'name': 'Ensure IAM policies does not allow write access without constraints', 'resource': 'AWS::IAM::ManagedPolicy.PermissionBoundaryPolicy'}, {'id': 'CKV_AWS_109', 'name': 'Ensure IAM policies does not allow permissions management without constraints', 'resource': 'AWS::IAM::ManagedPolicy.DeveloperAccessPolicy'}]}"
137,"We need a CloudFormation template that creates an AppSync GraphQL API with a Lambda backend which provides a serverless pet inventory query service. The solution should deploy a Lambda function returning mock pet data (ID, name, type) as a static dataset. Define an AppSync GraphQL API (`PetShopAPI`) with API_KEY authentication for anonymous access and a schema supporting a `getPets` query to fetch pet details. Configure IAM roles for Lambda execution and AppSync-to-Lambda invocation, ensuring least privilege. Link the AppSync resolver to the Lambda data source using request/response mapping templates to transform the Lambda output into the GraphQL schema format.  ",groud_truth\template\appsync-demo.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_137_update_15_template_20250419_073451.yaml,TRUE,,,,15,advanced,100,100,,,FALSE,76,"{'total_checks': 25, 'passed_checks': 19, 'failed_checks': 6, 'pass_percentage': 76.0, 'failed_check_details': [{'id': 'CKV_AWS_194', 'name': 'Ensure AppSync has Field-Level logs enabled', 'resource': 'AWS::AppSync::GraphQLApi.PetShopAPI'}, {'id': 'CKV_AWS_193', 'name': 'Ensure AppSync has Logging enabled', 'resource': 'AWS::AppSync::GraphQLApi.PetShopAPI'}, {'id': 'CKV_AWS_116', 'name': 'Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)', 'resource': 'AWS::Lambda::Function.PetLambdaFunction'}, {'id': 'CKV_AWS_115', 'name': 'Ensure that AWS Lambda function is configured for function-level concurrent execution limit', 'resource': 'AWS::Lambda::Function.PetLambdaFunction'}, {'id': 'CKV_AWS_117', 'name': 'Ensure that AWS Lambda function is configured inside a VPC', 'resource': 'AWS::Lambda::Function.PetLambdaFunction'}, {'id': 'CKV2_AWS_33', 'name': 'Ensure AppSync is protected by WAF', 'resource': 'AWS::AppSync::GraphQLApi.PetShopAPI'}]}"
138,"We need a CloudFormation template that creates a web application environment with integrated S3, DynamoDB, and EC2 resources. The solution should deploy an EC2 instance in a VPC with public subnet access, configured with Apache/PHP and preloaded lab files to serve a web application. Create an S3 bucket to host static assets (images, jQuery libraries) and a DynamoDB table (`AWS-Services`) with composite keys for structured data storage.  Attach an IAM role to the EC2 instance granting full S3 and DynamoDB access, enabling automated asset uploads and database population via UserData scripts. Automate application setup during instance bootstrapping, including PHP/AWS SDK installation, dynamic region/bucket configuration, and DynamoDB data ingestion from JSON files. ",groud_truth\template\arch-lab1-demo.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_138_update_8_template_20250419_104916.yaml,TRUE,,,,8,moderate,100,100,,,FALSE,76.92,"{'total_checks': 26, 'passed_checks': 20, 'failed_checks': 6, 'pass_percentage': 76.92, 'failed_check_details': [{'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.WebServerSecurityGroup'}, {'id': 'CKV_AWS_24', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 22', 'resource': 'AWS::EC2::SecurityGroup.WebServerSecurityGroup'}, {'id': 'CKV_AWS_260', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 80', 'resource': 'AWS::EC2::SecurityGroup.WebServerSecurityGroup'}, {'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.WebAppS3Bucket'}, {'id': 'CKV_AWS_28', 'name': 'Ensure DynamoDB point in time recovery (backup) is enabled', 'resource': 'AWS::DynamoDB::Table.DynamoDBTable'}, {'id': 'CKV_AWS_119', 'name': 'Ensure DynamoDB Tables are encrypted using a KMS Customer Managed CMK', 'resource': 'AWS::DynamoDB::Table.DynamoDBTable'}]}"
139,"We need a CloudFormation template that creates a custom resource using AWS Lambda which demonstrates dynamic parameter processing and controlled success/failure scenarios during stack operations. The solution should deploy a Lambda function to perform arithmetic operations (addition, subtraction, multiplication, division) based on user-provided parameters (`FirstNumber`, `SecondNumber`, `Operator`). Implement a conditional failure mechanism via a parameter to simulate custom resource errors for testing purposes. Define a `Custom::helper` resource that invokes the Lambda during stack creation/updates and propagates calculation results to CloudFormation outputs. ",groud_truth\template\custom-resource-example.yaml,llm_generated_data\template\iterative\claude\claude-3-5-sonnet-20241022\row_139_update_1_template_20250419_110859.yaml,TRUE,,,,1,,50,66.66666,,,FALSE,76.92,"{'total_checks': 13, 'passed_checks': 10, 'failed_checks': 3, 'pass_percentage': 76.92, 'failed_check_details': [{'id': 'CKV_AWS_116', 'name': 'Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)', 'resource': 'AWS::Lambda::Function.CalculatorFunction'}, {'id': 'CKV_AWS_115', 'name': 'Ensure that AWS Lambda function is configured for function-level concurrent execution limit', 'resource': 'AWS::Lambda::Function.CalculatorFunction'}, {'id': 'CKV_AWS_117', 'name': 'Ensure that AWS Lambda function is configured inside a VPC', 'resource': 'AWS::Lambda::Function.CalculatorFunction'}]}"
140,"We need a CloudFormation template that creates a serverless calculator workflow using AWS Step Functions and Lambda which processes arithmetic operations based on dynamic input. The solution should define a Step Functions state machine (`Calculator-StateMachine`) with a choice state to route requests to the appropriate arithmetic operation (add, subtract, multiply, divide) or fail for unsupported operators. It should deploy a Lambda function (`Calculator`) to execute calculations using input parameters (`operator` and `operands`), returning results to the workflow. Configure a CloudWatch Logs group for the Lambda function to retain logs for 3 days, simplifying debugging and cleanup.  ",groud_truth\template\stepfunction-calculator.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_140_update_1_template_20250419_115647.yaml,TRUE,,,,1,,71.42857143,100,,,FALSE,83.33,"{'total_checks': 24, 'passed_checks': 20, 'failed_checks': 4, 'pass_percentage': 83.33, 'failed_check_details': [{'id': 'CKV_AWS_116', 'name': 'Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)', 'resource': 'AWS::Lambda::Function.CalculatorFunction'}, {'id': 'CKV_AWS_115', 'name': 'Ensure that AWS Lambda function is configured for function-level concurrent execution limit', 'resource': 'AWS::Lambda::Function.CalculatorFunction'}, {'id': 'CKV_AWS_117', 'name': 'Ensure that AWS Lambda function is configured inside a VPC', 'resource': 'AWS::Lambda::Function.CalculatorFunction'}, {'id': 'CKV_AWS_158', 'name': 'Ensure that CloudWatch Log Group is encrypted by KMS', 'resource': 'AWS::Logs::LogGroup.CalculatorLogGroup'}]}"
141,"We need a CloudFormation template that creates an automated image recognition pipeline using Step Functions, S3, and Amazon Rekognition which triggers SMS alerts when human faces are detected in uploaded images. The solution should deploy an S3 bucket with EventBridge notifications enabled to detect image uploads and initiate a Step Functions workflow. Define a Step Functions state machine that validates image file extensions, invokes Amazon Rekognition to detect ""Human"" or ""Person"" labels, and sends SMS alerts via SNS if detected, using a phone number (+14071113333`).  Configure IAM roles for EventBridge (to trigger Step Functions) and the state machine (to access S3, Rekognition, and SNS), ensuring least-privilege permissions. Include a custom Lambda resource to empty the S3 bucket during stack deletion, avoiding retention conflicts.  ",groud_truth\template\stepfunction-recognition.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_141_update_9_template_20250419_121446.yaml,TRUE,,,,9,moderate,58.33333333,70,,,FALSE,79.07,"{'total_checks': 43, 'passed_checks': 34, 'failed_checks': 9, 'pass_percentage': 79.07, 'failed_check_details': [{'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.ImageBucket'}, {'id': 'CKV_AWS_53', 'name': 'Ensure S3 bucket has block public ACLs enabled', 'resource': 'AWS::S3::Bucket.ImageBucket'}, {'id': 'CKV_AWS_54', 'name': 'Ensure S3 bucket has block public policy enabled', 'resource': 'AWS::S3::Bucket.ImageBucket'}, {'id': 'CKV_AWS_55', 'name': 'Ensure S3 bucket has ignore public ACLs enabled', 'resource': 'AWS::S3::Bucket.ImageBucket'}, {'id': 'CKV_AWS_56', 'name': 'Ensure S3 bucket has RestrictPublicBuckets enabled', 'resource': 'AWS::S3::Bucket.ImageBucket'}, {'id': 'CKV_AWS_26', 'name': 'Ensure all data stored in the SNS topic is encrypted', 'resource': 'AWS::SNS::Topic.SNSTopic'}, {'id': 'CKV_AWS_116', 'name': 'Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)', 'resource': 'AWS::Lambda::Function.CleanupBucketFunction'}, {'id': 'CKV_AWS_115', 'name': 'Ensure that AWS Lambda function is configured for function-level concurrent execution limit', 'resource': 'AWS::Lambda::Function.CleanupBucketFunction'}, {'id': 'CKV_AWS_117', 'name': 'Ensure that AWS Lambda function is configured inside a VPC', 'resource': 'AWS::Lambda::Function.CleanupBucketFunction'}]}"
142,"We need a CloudFormation template that creates EC2 instances managed by AWS Systems Manager (SSM). The solution should deploy Auto Scaling Groups with launch templates for both Linux (Amazon Linux 2) and Windows instances, using SSM Parameter Store to fetch the latest AMIs dynamically. Configure a VPC with public subnets, internet gateway, and security groups to allow HTTP access and ensure instances are network-accessible for SSM operations. Attach IAM roles (`SSMRole`) with `AmazonEC2RoleforSSM` policy to instances, granting permissions for SSM agent communication and management tasks (e.g., Run Command, Patch Manager). Automate SSM agent installation on Linux instances via user data scripts, while leveraging pre-configured SSM integration for Windows AMIs. ",groud_truth\template\systems-manager-demo.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_142_update_4_template_20250419_121848.yaml,TRUE,,,,4,moderate,100,100,,,FALSE,73.33,"{'total_checks': 15, 'passed_checks': 11, 'failed_checks': 4, 'pass_percentage': 73.33, 'failed_check_details': [{'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.InstanceSecurityGroup'}, {'id': 'CKV_AWS_260', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 80', 'resource': 'AWS::EC2::SecurityGroup.InstanceSecurityGroup'}, {'id': 'CKV_AWS_79', 'name': 'Ensure Instance Metadata Service Version 1 is not enabled', 'resource': 'AWS::EC2::LaunchTemplate.LinuxLaunchTemplate'}, {'id': 'CKV_AWS_79', 'name': 'Ensure Instance Metadata Service Version 1 is not enabled', 'resource': 'AWS::EC2::LaunchTemplate.WindowsLaunchTemplate'}]}"
143,"We need a CloudFormation template that creates a secure static website hosted on S3 with CloudFront CDN integration which automates content deployment and cleanup. The solution should deploy an S3 bucket configured with public read access for CloudFront via an Origin Access Identity (OAI), ensuring secure content delivery without exposing the bucket directly to the internet. Create a CloudFront distribution with HTTPS enforcement, caching disabled, and integration with the S3 bucket to serve static content globally.  Use a custom Lambda resource to automatically populate the S3 bucket with a default `index.html` file during stack creation and empty the bucket during stack deletion, avoiding retention conflicts.  ",groud_truth\template\arch7-lab6.yaml,llm_generated_data\template\iterative\claude\claude-3-5-sonnet-20241022\row_143_update_1_template_20250419_113033.yaml,TRUE,,,,1,,85.714285,85.71428571,,,FALSE,75.86,"{'total_checks': 29, 'passed_checks': 22, 'failed_checks': 7, 'pass_percentage': 75.86, 'failed_check_details': [{'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.StaticWebsiteBucket'}, {'id': 'CKV_AWS_86', 'name': 'Ensure CloudFront Distribution has Access Logging enabled', 'resource': 'AWS::CloudFront::Distribution.CloudFrontDistribution'}, {'id': 'CKV_AWS_174', 'name': 'Verify CloudFront Distribution Viewer Certificate is using TLS v1.2', 'resource': 'AWS::CloudFront::Distribution.CloudFrontDistribution'}, {'id': 'CKV_AWS_68', 'name': 'CloudFront Distribution should have WAF enabled', 'resource': 'AWS::CloudFront::Distribution.CloudFrontDistribution'}, {'id': 'CKV_AWS_116', 'name': 'Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)', 'resource': 'AWS::Lambda::Function.BucketContentFunction'}, {'id': 'CKV_AWS_115', 'name': 'Ensure that AWS Lambda function is configured for function-level concurrent execution limit', 'resource': 'AWS::Lambda::Function.BucketContentFunction'}, {'id': 'CKV_AWS_117', 'name': 'Ensure that AWS Lambda function is configured inside a VPC', 'resource': 'AWS::Lambda::Function.BucketContentFunction'}]}"
144,"We need a CloudFormation template that creates a multi-tier AWS network environment with secure public/private subnets and SSM-managed EC2 instances. The solution should deploy a VPC with two public and private subnets, NAT Gateway, and route tables to enable internet access for private instances while isolating backend resources. Launch EC2 instances in both subnets: a public instance (`PublicInstance`) hosting a web server (Apache/PHP) and a private instance (`PrivateInstance`), both managed via AWS Systems Manager using IAM roles with `AmazonSSMManagedInstanceCore` policy. Configure security groups to restrict traffic: public instances allow HTTP access globally, while private instances only permit HTTPS from the public security group.  ",groud_truth\template\arch7-lab2.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_144_update_2_template_20250419_122848.yaml,TRUE,,,,2,simple,100,85.18518519,,,FALSE,82.61,"{'total_checks': 23, 'passed_checks': 19, 'failed_checks': 4, 'pass_percentage': 82.61, 'failed_check_details': [{'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.SSMEndpointSecurityGroup'}, {'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.PublicSecurityGroup'}, {'id': 'CKV_AWS_260', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 80', 'resource': 'AWS::EC2::SecurityGroup.PublicSecurityGroup'}, {'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.PrivateSecurityGroup'}]}"
145,"We need a CloudFormation template that creates a secure static website hosted on S3 with CloudFront CDN integration and automated content management which enforces HTTPS and optimizes caching. The solution should deploy an S3 bucket configured with Origin Access Control to securely grant CloudFront read access to objects, replacing legacy OAI methods. Create a CloudFront distribution with a custom cache policy (60-second default TTL, HTTPS enforcement) and integration with the S3 bucket for global content delivery. Automate bucket initialization via a Lambda custom resource that deploys a default `index.html` file during stack creation and empties the bucket during deletion to avoid retention conflicts.  ",groud_truth\template\cloudfront-demo.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_145_update_1_template_20250419_123226.yaml,TRUE,,,,1,,87.5,87.5,,,FALSE,75.86,"{'total_checks': 29, 'passed_checks': 22, 'failed_checks': 7, 'pass_percentage': 75.86, 'failed_check_details': [{'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.WebsiteBucket'}, {'id': 'CKV_AWS_86', 'name': 'Ensure CloudFront Distribution has Access Logging enabled', 'resource': 'AWS::CloudFront::Distribution.CloudFrontDistribution'}, {'id': 'CKV_AWS_174', 'name': 'Verify CloudFront Distribution Viewer Certificate is using TLS v1.2', 'resource': 'AWS::CloudFront::Distribution.CloudFrontDistribution'}, {'id': 'CKV_AWS_68', 'name': 'CloudFront Distribution should have WAF enabled', 'resource': 'AWS::CloudFront::Distribution.CloudFrontDistribution'}, {'id': 'CKV_AWS_116', 'name': 'Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)', 'resource': 'AWS::Lambda::Function.BucketContentFunction'}, {'id': 'CKV_AWS_115', 'name': 'Ensure that AWS Lambda function is configured for function-level concurrent execution limit', 'resource': 'AWS::Lambda::Function.BucketContentFunction'}, {'id': 'CKV_AWS_117', 'name': 'Ensure that AWS Lambda function is configured inside a VPC', 'resource': 'AWS::Lambda::Function.BucketContentFunction'}]}"
146,,,,,,,,,,,,,,FALSE,72.31,"{'total_checks': 65, 'passed_checks': 47, 'failed_checks': 18, 'pass_percentage': 72.31, 'failed_check_details': [{'id': 'CKV_AWS_26', 'name': 'Ensure all data stored in the SNS topic is encrypted', 'resource': 'AWS::SNS::Topic.NotificationTopic'}, {'id': 'CKV_AWS_108', 'name': 'Ensure IAM policies does not allow data exfiltration', 'resource': 'AWS::IAM::Role.TriggerLambdaRole'}, {'id': 'CKV_AWS_111', 'name': 'Ensure IAM policies does not allow write access without constraints', 'resource': 'AWS::IAM::Role.TriggerLambdaRole'}, {'id': 'CKV_AWS_108', 'name': 'Ensure IAM policies does not allow data exfiltration', 'resource': 'AWS::IAM::Role.RekognitionLambdaRole'}, {'id': 'CKV_AWS_111', 'name': 'Ensure IAM policies does not allow write access without constraints', 'resource': 'AWS::IAM::Role.StatesExecutionRole'}, {'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.ImageBucket'}, {'id': 'CKV_AWS_21', 'name': 'Ensure the S3 bucket has versioning enabled', 'resource': 'AWS::S3::Bucket.ImageBucket'}, {'id': 'CKV_AWS_116', 'name': 'Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)', 'resource': 'AWS::Lambda::Function.TriggerFunction'}, {'id': 'CKV_AWS_173', 'name': 'Check encryption settings for Lambda environment variable', 'resource': 'AWS::Lambda::Function.TriggerFunction'}, {'id': 'CKV_AWS_115', 'name': 'Ensure that AWS Lambda function is configured for function-level concurrent execution limit', 'resource': 'AWS::Lambda::Function.TriggerFunction'}, {'id': 'CKV_AWS_117', 'name': 'Ensure that AWS Lambda function is configured inside a VPC', 'resource': 'AWS::Lambda::Function.TriggerFunction'}, {'id': 'CKV_AWS_116', 'name': 'Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)', 'resource': 'AWS::Lambda::Function.RekognitionFunction'}, {'id': 'CKV_AWS_115', 'name': 'Ensure that AWS Lambda function is configured for function-level concurrent execution limit', 'resource': 'AWS::Lambda::Function.RekognitionFunction'}, {'id': 'CKV_AWS_117', 'name': 'Ensure that AWS Lambda function is configured inside a VPC', 'resource': 'AWS::Lambda::Function.RekognitionFunction'}, {'id': 'CKV_AWS_116', 'name': 'Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)', 'resource': 'AWS::Lambda::Function.NotificationFunction'}, {'id': 'CKV_AWS_173', 'name': 'Check encryption settings for Lambda environment variable', 'resource': 'AWS::Lambda::Function.NotificationFunction'}, {'id': 'CKV_AWS_115', 'name': 'Ensure that AWS Lambda function is configured for function-level concurrent execution limit', 'resource': 'AWS::Lambda::Function.NotificationFunction'}, {'id': 'CKV_AWS_117', 'name': 'Ensure that AWS Lambda function is configured inside a VPC', 'resource': 'AWS::Lambda::Function.NotificationFunction'}]}"
147,,,,,,,,,,,,,,TRUE,0,"{'total_checks': 0, 'passed_checks': 0, 'failed_checks': 0, 'pass_percentage': 0, 'failed_check_details': []}"
148,,,,,,,,,,,,,,FALSE,76.92,"{'total_checks': 13, 'passed_checks': 10, 'failed_checks': 3, 'pass_percentage': 76.92, 'failed_check_details': [{'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.JenkinsSecurityGroup'}, {'id': 'CKV_AWS_24', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 22', 'resource': 'AWS::EC2::SecurityGroup.JenkinsSecurityGroup'}, {'id': 'CKV_AWS_79', 'name': 'Ensure Instance Metadata Service Version 1 is not enabled', 'resource': 'AWS::EC2::LaunchTemplate.JenkinsLaunchTemplate'}]}"
149,,,,,,,,,,,,,,FALSE,75,"{'total_checks': 20, 'passed_checks': 15, 'failed_checks': 5, 'pass_percentage': 75.0, 'failed_check_details': [{'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.Ec2SecurityGroup'}, {'id': 'CKV_AWS_24', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 22', 'resource': 'AWS::EC2::SecurityGroup.Ec2SecurityGroup'}, {'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.EfsSecurityGroup'}, {'id': 'CKV_AWS_88', 'name': 'EC2 instance should not have public IP.', 'resource': 'AWS::EC2::Instance.EC2Instance1'}, {'id': 'CKV_AWS_88', 'name': 'EC2 instance should not have public IP.', 'resource': 'AWS::EC2::Instance.EC2Instance2'}]}"
150,,,,,,,,,,,,,,FALSE,88.24,"{'total_checks': 17, 'passed_checks': 15, 'failed_checks': 2, 'pass_percentage': 88.24, 'failed_check_details': [{'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.EC2SecurityGroup'}, {'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.RedisSecurityGroup'}]}"
151,,,,,,,,,,,,,,FALSE,82.61,"{'total_checks': 23, 'passed_checks': 19, 'failed_checks': 4, 'pass_percentage': 82.61, 'failed_check_details': [{'id': 'CKV_AWS_116', 'name': 'Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)', 'resource': 'AWS::Lambda::Function.StockPriceLambdaFunction'}, {'id': 'CKV_AWS_115', 'name': 'Ensure that AWS Lambda function is configured for function-level concurrent execution limit', 'resource': 'AWS::Lambda::Function.StockPriceLambdaFunction'}, {'id': 'CKV_AWS_117', 'name': 'Ensure that AWS Lambda function is configured inside a VPC', 'resource': 'AWS::Lambda::Function.StockPriceLambdaFunction'}, {'id': 'CKV_AWS_373', 'name': 'Ensure Bedrock Agent is encrypted with a CMK', 'resource': 'AWS::Bedrock::Agent.StockPriceAgent'}]}"
152,,,,,,,,,,,,,,FALSE,97.22,"{'total_checks': 36, 'passed_checks': 35, 'failed_checks': 1, 'pass_percentage': 97.22, 'failed_check_details': [{'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroupIngress.SGIngressRule'}]}"
